校名,學系名稱,學科能力測驗及英語聽力測驗檢定標準,採計科目及加權(含學測、分科及術科)
逢甲大學,財務金融學系,---,英　文(學測) x 1.50、數學 B(學測) x 1.00、國　文(學測) x 1.00、公民與社會(分科) x 1.00
逢甲大學,國際經營與貿易學系,---,英　文(學測) x 2.00、地　理(分科) x 1.00、國　文(學測) x 1.00、數學乙(分科) x 1.00
逢甲大學,統計學系商業大數據組,---,數學乙(分科) x 2.00、英　文(學測) x 1.50、國　文(學測) x 1.00、地　理(分科) x 1.00
逢甲大學,會計學系,---,英　文(學測) x 1.50、國　文(學測) x 1.50、數學乙(分科) x 1.25、公民與社會(分科) x 1.00
逢甲大學,經濟學系,---,數學乙(分科) x 1.50、英　文(學測) x 1.50、國　文(學測) x 1.00
逢甲大學,土木工程學系,---,國　文(學測) x 2.00、數學甲(分科) x 1.50、物　理(分科) x 2.00、英　文(學測) x 1.00
逢甲大學,工業工程與系統管理學系A組,---,國　文(學測) x 2.00、英　文(學測) x 2.00、數學甲(分科) x 1.00
逢甲大學,水利工程與資源保育學系,---,數學甲(分科) x 1.00、英　文(學測) x 2.00、國　文(學測) x 2.00
逢甲大學,運輸與物流學系,---,英　文(學測) x 2.00、國　文(學測) x 2.00、數學 B(學測) x 1.75、公民與社會(分科) x 1.00
逢甲大學,金融學院學士班,---,英　文(學測) x 1.50、數學 B(學測) x 1.50、國　文(學測) x 1.00、公民與社會(分科) x 1.00
逢甲大學,航太與系統工程學系,---,數學 A(學測) x 1.50、物　理(分科) x 1.75、英　文(學測) x 1.00、國　文(學測) x 2.00
逢甲大學,都市計畫與空間資訊學系,---,國　文(學測) x 2.00、地　理(分科) x 2.00、英　文(學測) x 1.00、數學 B(學測) x 1.00
逢甲大學,機械與電腦輔助工程學系,---,國　文(學測) x 2.00、數學 A(學測) x 1.50、物　理(分科) x 1.25
逢甲大學,材料科學與工程學系,---,化　學(分科) x 2.00、英　文(學測) x 2.00、數學甲(分科) x 1.00、物　理(分科) x 1.50、國　文(學測) x 1.00
逢甲大學,應用數學系A組,---,數學甲(分科) x 2.00、英　文(學測) x 1.50、國　文(學測) x 2.00
逢甲大學,自動控制工程學系,---,數學甲(分科) x 2.00、英　文(學測) x 1.50、國　文(學測) x 1.25
逢甲大學,資訊工程學系甲組,---,數學甲(分科) x 1.50、英　文(學測) x 1.50、國　文(學測) x 1.00
逢甲大學,電子工程學系,---,數學甲(分科) x 1.75、英　文(學測) x 1.00、國　文(學測) x 1.00
逢甲大學,電機工程學系,---,數學甲(分科) x 1.25、物　理(分科) x 1.25、國　文(學測) x 1.50、英　文(學測) x 1.00
逢甲大學,通訊工程學系甲組,---,數學甲(分科) x 2.00、國　文(學測) x 1.75、英　文(學測) x 1.50
逢甲大學,資訊電機學院學士班,---,數學甲(分科) x 1.50、國　文(學測) x 1.50、英　文(學測) x 1.00
逢甲大學,外國語文學系,---,英　文(學測) x 2.00、國　文(學測) x 1.75、歷　史(分科) x 1.50
逢甲大學,化學工程學系,---,化　學(分科) x 2.00、數學甲(分科) x 1.00、英　文(學測) x 1.00、物　理(分科) x 2.00、國　文(學測) x 2.00
逢甲大學,纖維與複合材料學系,---,數學甲(分科) x 2.00、化　學(分科) x 2.00、英　文(學測) x 1.00、國　文(學測) x 2.00
逢甲大學,環境工程與科學學系,---,數學甲(分科) x 1.75、化　學(分科) x 2.00、國　文(學測) x 2.00、英　文(學測) x 1.00
逢甲大學,光電科學與工程學系,---,數學甲(分科) x 1.50、英　文(學測) x 1.50、國　文(學測) x 2.00
逢甲大學,人工智慧技術與應用學士學位學程,---,數學甲(分科) x 1.50、英　文(學測) x 1.25、國　文(學測) x 1.00
逢甲大學,行銷學系,---,國　文(學測) x 2.00、英　文(學測) x 2.00、公民與社會(分科) x 1.00
逢甲大學,工業工程與系統管理學系B組,---,國　文(學測) x 2.00、英　文(學測) x 2.00、數學乙(分科) x 1.00
逢甲大學,應用數學系B組,---,數學乙(分科) x 2.00、英　文(學測) x 1.50、國　文(學測) x 2.00
逢甲大學,精密系統設計學士學位學程,---,物　理(分科) x 1.50、數學甲(分科) x 2.00、國　文(學測) x 2.00、英　文(學測) x 1.00
逢甲大學,財務工程與精算學士學位學程,---,數學 B(學測) x 2.00、英　文(學測) x 1.50、地　理(分科) x 1.25、國　文(學測) x 1.00
逢甲大學,國際企業管理全英語學士學位學程,---,英　文(學測) x 2.00、數學乙(分科) x 1.50、國　文(學測) x 1.50
逢甲大學,資訊工程學系乙組,---,數學乙(分科) x 1.50、英　文(學測) x 1.50、國　文(學測) x 1.00
逢甲大學,建築專業學院學士班,---,國　文(學測) x 2.00、英　文(學測) x 2.00、數學 A(學測) x 1.75、物　理(分科) x 1.00
逢甲大學,室內設計學士學位學程,---,國　文(學測) x 1.00、英　文(學測) x 1.50、歷　史(分科) x 1.50、數學 B(學測) x 1.00
逢甲大學,統計學系大數據分析與市場決策組,---,數學乙(分科) x 2.00、英　文(學測) x 1.50、地　理(分科) x 1.00
逢甲大學,通訊工程學系乙組,---,數學乙(分科) x 2.00、國　文(學測) x 1.75、英　文(學測) x 1.50
國立中央大學,中國文學系,---,國　文(學測) x 2.00、英　文(學測) x 1.50、歷　史(分科) x 1.50、地　理(分科) x 1.00
國立中央大學,法國語文學系,---,英　文(學測) x 2.00、國　文(學測) x 1.50、歷　史(分科) x 1.25、公民與社會(分科) x 1.00、地　理(分科) x 1.00
國立中央大學,英美語文學系,---,英　文(學測) x 2.00、國　文(學測) x 1.50、歷　史(分科) x 1.25、地　理(分科) x 1.00
國立中央大學,企業管理學系,---,英　文(學測) x 2.00、數學乙(分科) x 2.00、國　文(學測) x 1.50、公民與社會(分科) x 1.00
國立中央大學,財務金融學系,數學 B (前標),英　文(學測) x 1.50、數學乙(分科) x 1.50、國　文(學測) x 1.00、公民與社會(分科) x 1.00
國立中央大學,經濟學系,---,數學 B(學測) x 2.00、英　文(學測) x 2.00、國　文(學測) x 1.25、公民與社會(分科) x 1.00
國立中央大學,土木工程學系,---,數學甲(分科) x 2.00、物　理(分科) x 2.00、英　文(學測) x 1.50、國　文(學測) x 1.00、化　學(分科) x 1.00
國立中央大學,化學工程與材料工程學系,---,數學甲(分科) x 1.00、英　文(學測) x 1.00、物　理(分科) x 1.00、化　學(分科) x 1.00、國　文(學測) x 1.00
國立中央大學,大氣科學學系,---,物　理(分科) x 2.00、數學甲(分科) x 2.00、英　文(學測) x 1.00、化　學(分科) x 1.00、國　文(學測) x 1.00
國立中央大學,地球科學學系,---,物　理(分科) x 2.00、數學甲(分科) x 2.00、英　文(學測) x 1.50、化　學(分科) x 1.00
國立中央大學,物理學系,---,物　理(分科) x 1.50、數學甲(分科) x 1.50、英　文(學測) x 1.00、國　文(學測) x 1.00
國立中央大學,數學系數學科學組,數學 A (前標),數學甲(分科) x 1.50、英　文(學測) x 1.50、物　理(分科) x 1.25、國　文(學測) x 1.00
國立中央大學,生命科學系,---,生　物(分科) x 1.50、化　學(分科) x 1.25、英　文(學測) x 1.00、數學甲(分科) x 1.00、國　文(學測) x 1.00
國立中央大學,機械工程學系光機電工程組,---,物　理(分科) x 1.00、數學甲(分科) x 1.00、自　然(學測) x 1.00、國　文(學測) x 1.00
國立中央大學,機械工程學系先進材料與精密製造組,---,物　理(分科) x 1.00、數學甲(分科) x 1.00、自　然(學測) x 1.00、國　文(學測) x 1.00
國立中央大學,機械工程學系智慧系統與永續能源組,---,物　理(分科) x 1.00、數學甲(分科) x 1.00、自　然(學測) x 1.00、國　文(學測) x 1.00
國立中央大學,資訊管理學系,---,數學甲(分科) x 2.00、英　文(學測) x 2.00、國　文(學測) x 1.50
國立中央大學,化學學系,---,化　學(分科) x 1.00、英　文(學測) x 1.00、數學甲(分科) x 1.00、物　理(分科) x 1.00、國　文(學測) x 1.00
國立中央大學,資訊工程學系,國　文 (前標) 英　文 (前標),數學甲(分科) x 1.00、物　理(分科) x 1.00、英　文(學測) x 1.00、化　學(分科) x 1.00
國立中央大學,電機工程學系,國　文 (均標) 英　文 (前標),數學甲(分科) x 1.00、物　理(分科) x 1.00、英　文(學測) x 1.00、化　學(分科) x 1.00
國立中央大學,通訊工程學系,國　文 (均標) 英　文 (前標),數學甲(分科) x 1.50、物　理(分科) x 1.50、英　文(學測) x 1.00、化　學(分科) x 1.00
國立中央大學,太空科學與工程學系,---,物　理(分科) x 2.00、數學甲(分科) x 2.00、英　文(學測) x 1.00、化　學(分科) x 1.00、國　文(學測) x 1.00
國立中央大學,光電科學與工程學系,---,數學甲(分科) x 1.00、物　理(分科) x 1.00、英　文(學測) x 1.00、化　學(分科) x 1.00、國　文(學測) x 1.00
國立中央大學,理學院學士班,---,數學甲(分科) x 1.50、物　理(分科) x 1.50、化　學(分科) x 1.50、英　文(學測) x 1.00、國　文(學測) x 1.00
國立中央大學,客家語文暨社會科學學系客家語文及傳播組,---,國　文(學測) x 1.50、公民與社會(分科) x 1.50、英　文(學測) x 1.00、數學 B(學測) x 1.00、歷　史(分科) x 1.00
國立中央大學,生醫科學與工程學系,---,物　理(分科) x 1.25、化　學(分科) x 1.25、數學甲(分科) x 1.00、英　文(學測) x 1.00
國立中央大學,工學院學士班,---,英　文(學測) x 1.00、物　理(分科) x 1.00、化　學(分科) x 1.00、自　然(學測) x 1.50
國立中央大學,資訊電機學院學士班,國　文 (均標) 英　文 (前標),數學甲(分科) x 1.00、英　文(學測) x 1.00、物　理(分科) x 1.00、化　學(分科) x 1.00
國立中央大學,數學系計算與資料科學組,數學 A (前標),數學甲(分科) x 1.50、英　文(學測) x 1.50、物　理(分科) x 1.25、國　文(學測) x 1.00
國立中央大學,地球科學學院學士班,國　文 (均標) 英　文 (均標),物　理(分科) x 2.00、數學甲(分科) x 2.00、化　學(分科) x 1.00
國立中央大學,文學院學士班,---,英　文(學測) x 1.00、歷　史(分科) x 1.25、公民與社會(分科) x 1.25、國　文(學測) x 1.00、數學 B(學測) x 1.00
國立中央大學,客家語文暨社會科學學系客家社會及政策組,---,國　文(學測) x 1.50、公民與社會(分科) x 1.50、英　文(學測) x 1.00、數學 B(學測) x 1.00、歷　史(分科) x 1.00
國立中央大學,機械工程學系前瞻半導體國際組,---,物　理(分科) x 1.00、數學甲(分科) x 1.00、自　然(學測) x 1.00、英　文(學測) x 1.00
國立中央大學,法律與政府學系,---,國　文(學測) x 1.50、英　文(學測) x 1.50、公民與社會(分科) x 1.25、數學乙(分科) x 1.00、歷　史(分科) x 1.00
中國文化大學,廣告學系B組,---,美　術(術科) x 1.00、國　文(學測) x 1.00、公民與社會(分科) x 1.00
中國文化大學,家庭科學系,---,國　文(學測) x 2.00、歷　史(分科) x 1.50、公民與社會(分科) x 1.50
中國文化大學,音樂學系西樂組,---,音　樂(術科) x 2.00、國　文(學測) x 1.00、英　文(學測) x 1.00、歷　史(分科) x 1.00
中國文化大學,韓國語文學系,---,國　文(學測) x 2.00、公民與社會(分科) x 2.00、英　文(學測) x 1.00
中國文化大學,歐美語文學系,---,英　文(學測) x 1.50、公民與社會(分科) x 1.00、國　文(學測) x 1.00
中國文化大學,音樂學系國樂組,---,音　樂(術科) x 2.00、國　文(學測) x 1.00、英　文(學測) x 1.00、歷　史(分科) x 1.00
中國文化大學,保健營養學系,---,化　學(分科) x 2.00、自　然(學測) x 1.00、國　文(學測) x 2.00
中國文化大學,資訊管理學系(人工智慧組),---,物　理(分科) x 2.00、國　文(學測) x 1.00、數學 B(學測) x 1.00
中國文化大學,新聞學系,---,公民與社會(分科) x 2.00、國　文(學測) x 2.00、英　文(學測) x 1.75
中國文化大學,廣告學系A組,---,國　文(學測) x 2.00、英　文(學測) x 2.00、公民與社會(分科) x 1.00
中國文化大學,資訊工程學系B組,---,數學 B(學測) x 2.00、國　文(學測) x 2.00、歷　史(分科) x 2.00、英　文(學測) x 1.00
中國文化大學,資訊傳播學系,---,國　文(學測) x 2.00、英　文(學測) x 1.00、公民與社會(分科) x 1.75
中國文化大學,大眾傳播學系,---,英　文(學測) x 1.50、社　會(學測) x 1.50、公民與社會(分科) x 1.00
中國文化大學,戲劇學系,---,國　文(學測) x 1.50、英　文(學測) x 1.00、歷　史(分科) x 1.00
中國文化大學,景觀學系A組,---,國　文(學測) x 2.00、英　文(學測) x 2.00、地　理(分科) x 1.00
中國文化大學,哲學與歷史學系(哲學組),---,國　文(學測) x 2.00、社　會(學測) x 2.00、公民與社會(分科) x 1.00
中國文化大學,中國文學系,---,國　文(學測) x 1.25、社　會(學測) x 1.00、歷　史(分科) x 1.00
中國文化大學,哲學與歷史學系(史學組),---,歷　史(分科) x 2.00、社　會(學測) x 2.00、國　文(學測) x 1.00
中國文化大學,日本語文學系,---,公民與社會(分科) x 1.50、社　會(學測) x 1.50、國　文(學測) x 2.00
中國文化大學,法律學系,---,公民與社會(分科) x 1.00、國　文(學測) x 1.00、歷　史(分科) x 1.00
中國文化大學,政治與經濟學系,---,國　文(學測) x 1.50、公民與社會(分科) x 2.00、社　會(學測) x 1.50
中國文化大學,勞動暨人力資源學系,---,公民與社會(分科) x 1.50、社　會(學測) x 1.00、國　文(學測) x 1.00
中國文化大學,社會福利學系,---,國　文(學測) x 1.50、社　會(學測) x 2.00、公民與社會(分科) x 2.00
中國文化大學,行政管理學系,---,國　文(學測) x 2.00、公民與社會(分科) x 1.50、社　會(學測) x 1.50
中國文化大學,國際貿易學系,---,社　會(學測) x 1.00、國　文(學測) x 1.00、公民與社會(分科) x 1.00
中國文化大學,國際企業管理學系,---,國　文(學測) x 1.00、社　會(學測) x 1.00、公民與社會(分科) x 2.00
中國文化大學,會計學系,---,公民與社會(分科) x 1.75、國　文(學測) x 1.00、社　會(學測) x 1.00
中國文化大學,觀光事業學系,---,國　文(學測) x 1.50、英　文(學測) x 1.00、歷　史(分科) x 1.50
中國文化大學,資訊管理學系(智慧商務科技組),---,公民與社會(分科) x 2.00、國　文(學測) x 1.00、英　文(學測) x 1.00
中國文化大學,財務金融學系金融行銷組,---,公民與社會(分科) x 2.00、歷　史(分科) x 2.00、國　文(學測) x 1.50
